order_id,order_datetime,city,zone,restaurant,cuisine,items_count,order_value_egp,discount_egp,payment_method,courier_id,vehicle_type,distance_km,prep_minutes,promised_minutes,actual_minutes,customer_rating,customer_id,order_status,courier_notes,reordered_within_30d
ORD00168,4/21/2025 20:20,Abu Qurqas,Abu Qurqas,Tamara Sweets,Desserts,5,EGP 311,52,Card,C002,Bicycle,15.9,8,55,135,,U0437,Delivered,,0
ORD03008,6/10/2025 12:39,Minya,Shalaby,Foul El-Mahatta,Egyptian,3,183 EGP,0,Wallet,C082,Bicycle,2.1,14,25,25,5,U0797,Delivered,,1
ORD00421,3/24/2025 23:13,new minya,New Minya,Pizza Roma,Pizza,4,400,63,Card,C093,Motorcycle,12.6,19,45,52,5,U0427,Delivered,,0
ORD00730,2/7/2025 18:19,El Minya,Shalaby,Foul El-Mahatta,Egyptian,4,216,0,Card,C023,Motorcycle,5.8,7,35,25,,U1407,Delivered,,0
ORD02874,5/26/2025 19:56,Minya,Corniche El-Nil,Basbousa Bar,Desserts,4,191 EGP,0,Wallet,C005,Bicycle,2.9,6,25,34,4,U0906,Delivered,gate closed,0
ORD01513,6/19/2025 20:45,Minya,Abu Helal,Pizza Roma,Pizza,3,324,0,Card,C044,Motorcycle,2.6,17,25,32,,U0312,Delivered,,1
ORD02026,5/1/2025 14:13,Minya,Shalaby,El-Abd Minya,Desserts,3,EGP 186,0,Cash,C045,Bicycle,4.5,9,30,26,3,U0969,Delivered,,1
ORD00271,1/24/2025 12:31,El-Minya,El-Sahel,Hadouta Masreya,Egyptian,3,160,0,Cash,C017,Motorcycle,5.6,14,30,25,5,U0523,Delivered,,1
ORD02251,6/5/2025 15:32,minya,Corniche El-Nil,Slice Minya,Pizza,4,401 EGP,56,Card,C024,Motorcycle,2.8,16,25,26,5,U0969,Delivered,,1
ORD01434,1/7/2025 21:11,Abu Qurqas,Abu Qurqas,El-Abd Minya,Desserts,3,EGP 173,0,Cash,C045,Bicycle,16.9,8,55,133,,U0971,Delivered,,0
ORD00468,6/19/2025 13:26,Minya,El-Mahatta,Sheikh El-Balad,Grills,4,678,0,Wallet,C008,Motorcycle,2.3,30,25,38,3,U0185,Delivered,,1
ORD01864,5/27/2025 12:21,minya,Shalaby,Om Ali House,Desserts,6,EGP 217,0,Wallet,C063,Motorcycle,2.4,9,25,9,4,U0729,Delivered,,1
ORD01223,1/6/2025 22:10,Abu Qurqas,Abu Qurqas,Om Ali House,Desserts,4,256 EGP,63,Cash,C034,Tuk-tuk,15.4,8,55,59,4,U1003,Delivered,,0
ORD04099,3/14/2025 15:14,New Minya,New Minya,Hadouta Masreya,Egyptian,4,263,0,Card,C009,Bicycle,12.9,15,50,,,U0566,Cancelled,,
ORD01846,2/6/2025 19:26,MINYA,El-Mahatta,Sheikh El-Balad,Grills,3,EGP 440,73,Cash,C066,Motorcycle,2.7,35,25,49,,U1253,Delivered,,0
ORD00916,6/23/2025 19:38,New Minya,New Minya,El-Nil Fish,Fish,1,221 EGP,0,Cash,C019,Tuk-tuk,9.9,23,40,63,,U0636,Delivered,,1
ORD03409,15/04/2025 13:19,Minya,Wast El-Balad,Crispy House,Burgers,3,280 EGP,0,Cash,C005,Tuk-tuk,2.6,16,25,25,4,U1146,Delivered,,0
ORD00077,21/04/2025 19:55, Abu Qurqas,Abu Qurqas,Hadouta Masreya,Egyptian,2,EGP 70,15,Card,C044,Tuk-tuk,15.9,6,55,70,4,U0394,Delivered,,0
ORD02462,5/13/2025 13:01,minya,Shalaby,Crispy House,Burgers,5,356 EGP,0,Cash,C074,Tuk-tuk,4.3,17,30,40,4,U1466,Delivered,,1
ORD01821,3/23/2025 19:00,Minya,Wast El-Balad,El-Abd Minya,Desserts,3,140 EGP,32,Card,C017,Motorcycle,5,8,30,33,5,U0290,Delivered,,1
ORD01874,4/23/2025 20:20,Minya,Shalaby,Basbousa Bar,Desserts,6,260 EGP,45,Wallet,C003,Motorcycle,5.7,14,30,33,3,U0533,Delivered,,1
ORD00639,5/10/2025 23:13,New Minya ,New Minya,Tamara Sweets,Desserts,3,195 EGP,0,Cash,C067,Motorcycle,11.8,12,45,44,5,U1327,Delivered,,1
ORD01990,2/9/2025 18:04,Minya,El-Gamaa,El-Abd Minya,Desserts,3,EGP 156,26,Cash,C065,Motorcycle,5.1,12,30,25,5,U1140,Delivered,,1
ORD04005,3/18/2025 17:07,minya,Nazlet Hussein,Koshary El-Sheikh,Egyptian,6,244,0,Cash,C026,Motorcycle,5.5,15,30,25,4,U0303,Delivered,,1
ORD02897,20/06/2025 19:09,Minya,Abu Helal,Tamara Sweets,Desserts,5,EGP 320,37,Card,C082,Bicycle,4.8,5,30,37,4,U1133,Delivered,,1
ORD01774,3/27/2025 21:08,new minya,New Minya,El-Abd Minya,Desserts,2,111,0,Cash,C035,Tuk-tuk,11.6,4,45,49,4,U1044,Delivered,,1
ORD03148,6/6/2025 18:16,Minya,Wast El-Balad,El-Abd Minya,Desserts,5,EGP 274,0,Wallet,C017,Motorcycle,1.5,8,25,8,4,U0186,Delivered,,1
ORD03977,16/05/2025 22:11,El Minya,Wast El-Balad,Pizza Roma,Pizza,5,536 EGP,50,Wallet,C046,Motorcycle,1.3,19,25,13,4,U0255,Delivered,,1
ORD03742,1/5/2025 23:35,MINYA,El-Mahatta,El-Nil Fish,Fish,4,EGP 515,0,Cash,C100,Tuk-tuk,4,30,30,44,4,U0924,Delivered,,0
ORD01014,4/20/2025 20:27,Minya,Corniche El-Nil,Bites Burger,Burgers,1,93 EGP,0,Card,C059,Bicycle,3.3,12,25,40,,U0300,Delivered,,1
ORD02141,4/7/2025 23:58,minya,Corniche El-Nil,Samak El-Balad,Fish,5,636 EGP,103,Cash,C018,Motorcycle,3,25,25,36,4,U0205,Delivered,gate closed,0
ORD03955,5/4/2025 19:12,Minya,Ard Sultan,El-Nil Fish,Fish,6,991 EGP,137,Cash,C070,Motorcycle,2.6,20,25,31,4,U1150,Delivered,,1
ORD01862,1/19/2025 18:08,Minya,Wast El-Balad,Om Ali House,Desserts,5,243 EGP,16,Cash,C075,Tuk-tuk,2.1,7,25,16,5,U1130,Delivered,,1
ORD03213,1/15/2025 22:28,New Minya,New Minya,Hadouta Masreya,Egyptian,6,"EGP 1,197",0,Cash,C077,Motorcycle,9,14,40,38,5,U0627,Delivered,,1
ORD02159,5/7/2025 21:20,Minya,Shalaby,Koshary El-Sheikh,Egyptian,1,EGP 50,0,Cash,C076,Motorcycle,4.4,4,30,33,4,U0627,Delivered,,1
ORD00236,1/2/2025 23:27,Minya,El-Mahatta,Forno Nile,Pizza,3,312 EGP,0,Card,C022,Motorcycle,2.4,27,25,33,,U0315,Delivered,,0
ORD03609,20/05/2025 12:28,El-Minya,Ard Sultan,Burger Corniche,Burgers,3,260 EGP,0,Cash,C005,Motorcycle,2.8,15,25,20,5,U0045,Delivered,,0
ORD01857,5/2/2025 17:03,MINYA,El-Mahatta,Burger Corniche,Burgers,2,220 EGP,0,Wallet,C080,Tuk-tuk,2.7,12,25,19,4,U0662,Delivered,,1
ORD03963,5/27/2025 18:40,El Minya,El-Mahatta,Koshary El-Sheikh,Egyptian,5,293,0,Card,C092,Tuk-tuk,1.6,10,25,16,5,U1051,Delivered,,0
ORD01879,2/20/2025 21:23,Minya,Ard Sultan,Burger Corniche,Burgers,6,EGP 489,0,Cash,C054,Motorcycle,2.6,17,25,31,5,U0808,Delivered,,0
ORD00308,12/2/2025 21:37,El-Minya El-Gedida,New Minya,Hadouta Masreya,Egyptian,1,EGP 60,0,Cash,C031,Motorcycle,12.2,15,45,56,5,U0013,Delivered,,1
ORD01824,5/18/2025 20:12,Minya,Nazlet Hussein,El-Abd Minya,Desserts,5,218 EGP,0,Card,C054,Motorcycle,7,11,35,37,4,U0788,Delivered,,1
ORD01403,5/4/2025 19:13,New Minya,New Minya,Sheikh El-Balad,Grills,1,98 EGP,0,Wallet,C040,Motorcycle,10.5,30,45,66,,U1421,Delivered,,0
ORD02918,1/27/2025 11:10,El-Minya,El-Sahel,Farag Kebab,Grills,6,EGP 425,0,Cash,C083,Tuk-tuk,5.3,26,30,34,5,U1247,Delivered,customer not answering,1
ORD00962,2/3/2025 18:44,Abu Qurqas,Abu Qurqas,El-Dawar,Egyptian,5,245 EGP,45,Card,C068,Tuk-tuk,14.3,15,50,54,5,U1340,Delivered,,0
ORD01620,6/21/2025 12:40,Minya,Corniche El-Nil,Bahary Corner,Fish,5,759 EGP,0,Cash,C018,Motorcycle,4.1,25,30,34,4,U1478,Delivered,,0
ORD03022,1/12/2025 13:33,Minya,Corniche El-Nil,Pizza Roma,Pizza,5,EGP 446,107,Wallet,C095,Motorcycle,3.1,18,25,28,4,U1426,Delivered,,0
ORD03070,4/14/2025 15:54,Minya,El-Sahel,El-Dawar,Egyptian,6,EGP 190,0,Card,C014,Motorcycle,4.8,11,30,29,4,U1106,Delivered,,0
ORD03082,3/31/2025 16:06,Minya,Corniche El-Nil,Pizza Roma,Pizza,1,EGP 128,14,Cash,C023,Tuk-tuk,2.8,16,25,30,5,U0012,Delivered,,0
ORD01688,5/3/2025 13:49,abu qurqas,Abu Qurqas,Farag Kebab,Grills,6,750 EGP,87,Cash,C088,Motorcycle,17,19,55,58,4,U0473,Delivered,,1
ORD01872,8/2/2025 21:31,MINYA,Nazlet Hussein,El-Dawar,Egyptian,1,71 EGP,16,Cash,C093,Bicycle,7.6,11,35,66,3,U1149,Delivered,,1
ORD02766,1/28/2025 13:05,Minya,Corniche El-Nil,Om Ali House,Desserts,1,EGP 55,13,Cash,C081,Motorcycle,1.7,10,25,13,4,U0661,Delivered,,1
ORD00286,6/2/2025 18:48,Menia,Wast El-Balad,Basbousa Bar,Desserts,5,EGP 260,0,Wallet,C027,Motorcycle,3.1,11,25,13,5,U1012,Delivered,,1
ORD02596,5/1/2025 15:05,Minya,Wast El-Balad,Samak El-Balad,Fish,4,611,0,Cash,C003,Motorcycle,1.9,27,25,24,5,U0397,Delivered,,1
ORD02022,5/2/2025 20:15,minya,Wast El-Balad,Burger Corniche,Burgers,2,EGP 125,0,Card,C083,Tuk-tuk,1.7,12,25,33,5,U0720,Delivered,,1
ORD02439,2/6/2025 11:10,Abu Qurqas,Abu Qurqas,Koshary El-Sheikh,Egyptian,6,228 EGP,0,Cash,C072,Motorcycle,15.9,9,55,47,5,U0741,Delivered,,0
ORD01056,4/8/2025 14:09,El-Minya,Wast El-Balad,Hadouta Masreya,Egyptian,6,EGP 322,0,Cash,C073,Motorcycle,2.4,12,25,21,5,U0842,Delivered,,1
ORD02932,6/30/2025 19:19,Minya,El-Mahatta,Burger Corniche,Burgers,3,266 EGP,55,Cash,C003,Motorcycle,1.6,12,25,32,4,U0372,Delivered,,1
ORD03429,6/23/2025 12:12, Minya,Abu Helal,Bahary Corner,Fish,3,306 EGP,0,Cash,C010,Bicycle,3.8,31,30,58,,U0946,Delivered,,0
ORD01448,21/05/2025 21:15,Minya,Ard Sultan,Koshary El-Sheikh,Egyptian,3,EGP 91,0,Cash,C072,Motorcycle,5.5,10,30,27,,U0876,Delivered,,1
ORD03529,5/2/2025 12:15,Abu Qurqas,Abu Qurqas,Sultan Grill,Grills,2,347 EGP,70,Card,C107,Bicycle,14.6,14,50,112,,U0271,Delivered,address unclear,0
ORD02413,4/15/2025 19:33,New Minya,New Minya,Forno Nile,Pizza,4,368,0,Wallet,C044,Motorcycle,11.9,27,45,,,U0006,Cancelled,re-assigned,
ORD00378,1/5/2025 20:05,New Minya ,New Minya,Burger Corniche,Burgers,3,220 EGP,38,Cash,C092,Motorcycle,12.3,14,45,45,5,U1056,Delivered,,1
ORD04007,6/10/2025 13:21,El-Minya,Ard Sultan,Foul El-Mahatta,Egyptian,6,268 EGP,0,Card,C047,Motorcycle,4.1,10,30,15,5,U1071,Delivered,,0
ORD01966,2/6/2025 20:41,Minya,Wast El-Balad,Burger Corniche,Burgers,2,197 EGP,21,Wallet,C002,Motorcycle,1.2,15,25,17,4,U0961,Delivered,,0
ORD03290,2/11/2025 21:12, Minya,Corniche El-Nil,Pizza Roma,Pizza,3,EGP 210,27,Cash,C092,Tuk-tuk,2,19,25,41,,U0101,Delivered,,1
ORD01152,1/2/2025 22:33,Minya,Shalaby,El-Abd Minya,Desserts,1,62 EGP,0,Cash,C062,Motorcycle,6.8,8,35,22,4,U0358,Delivered,,1
ORD01876,3/1/2025 14:04,Minya ,El-Mahatta,Bites Burger,Burgers,5,313 EGP,0,Wallet,C040,Motorcycle,2.8,12,25,18,5,U0202,Delivered,,1
ORD03165,2/1/2025 14:16,Minya,El-Mahatta,Hadouta Masreya,Egyptian,4,137 EGP,0,Wallet,C100,Motorcycle,2.7,21,25,22,5,U1428,Delivered,,1
ORD02044,5/12/2025 21:23,Menia,El-Sahel,El-Nil Fish,Fish,6,EGP 813,76,Cash,C078,Bicycle,3.9,20,30,56,4,U0755,Delivered,,1
ORD02861,14/01/2025 15:15,Minya ,Shalaby,Hadouta Masreya,Egyptian,2,121 EGP,0,Card,C051,Motorcycle,2.5,11,25,16,5,U1180,Delivered,,0
ORD03057,6/1/2025 22:13,Minya,El-Gamaa,El-Nil Fish,Fish,1,120,19,Cash,C079,Tuk-tuk,5.9,17,35,42,4,U0161,Delivered,,1
ORD03940,3/11/2025 18:25,MINYA,Shalaby,Forno Nile,Pizza,2,180 EGP,42,Cash,C052,Tuk-tuk,3.3,28,25,42,3,U0479,Delivered,,0
ORD03981,4/25/2025 20:03,Minya,Corniche El-Nil,Foul El-Mahatta,Egyptian,4,201 EGP,45,Card,C091,Bicycle,0.6,7,20,36,,U0209,Delivered,,0
ORD00704,6/9/2025 19:33,Minya,Ard Sultan,Bahary Corner,Fish,5,EGP 646,37,Cash,C015,Motorcycle,3.9,34,30,61,3,U0282,Delivered,,0
ORD02150,8/5/2025 20:25,Minya,Corniche El-Nil,El-Nil Fish,Fish,1,191 EGP,0,Cash,C065,Motorcycle,2.2,25,25,34,,U0487,Delivered,,1
ORD03627,22/06/2025 15:25,Minya,El-Mahatta,El-Nil Fish,Fish,3,EGP 327,0,Card,C075,Motorcycle,1.5,20,25,20,4,U0572,Delivered,,1
ORD01842,3/14/2025 16:11,Minya,El-Sahel,El-Abd Minya,Desserts,5,EGP 294,0,Cash,C024,Motorcycle,5.5,13,30,23,5,U1040,Delivered,,0
ORD03781,3/20/2025 16:06,MINYA,El-Gamaa,El-Dawar,Egyptian,3,124,0,Cash,C105,Motorcycle,4.4,16,30,30,5,U1284,Delivered,,0
ORD02570,3/4/2025 20:14,New Minya,New Minya,Tamara Sweets,Desserts,6,210,43,Card,C052,Motorcycle,11.3,15,45,62,,U0719,Delivered,,1
ORD02830,4/17/2025 18:34,Minya,Nazlet Hussein,Slice Minya,Pizza,2,232,0,Card,C084,Tuk-tuk,9,17,40,45,5,U0132,Delivered,,0
ORD02269,14/01/2025 21:34,Abu Qorqas,Abu Qurqas,El-Nil Fish,Fish,4,EGP 806,0,Cash,C093,Motorcycle,14,24,50,72,4,U1261,Delivered,,1
ORD00669,1/17/2025 18:04,Minya,Shalaby,Hadouta Masreya,Egyptian,4,185,0,Card,C101,Tuk-tuk,3,20,25,0,5,U0592,Delivered,,1
ORD02674,6/29/2025 20:52,NEW MINYA,New Minya,Sheikh El-Balad,Grills,5,EGP 535,0,Cash,C023,Motorcycle,12.1,25,45,69,4,U0112,Delivered,,1
ORD03704,1/21/2025 16:42,Minya,Abu Helal,Sheikh El-Balad,Grills,2,263 EGP,28,Wallet,C011,Tuk-tuk,2.7,26,25,35,4,U0162,Delivered,,0
ORD00933,1/27/2025 19:24,Minya,Shalaby,Koshary El-Sheikh,Egyptian,6,EGP 331,28,Wallet,C025,Motorcycle,4.4,9,30,37,5,U0280,Delivered,,1
ORD02760,6/2/2025 15:09,El Minya,Shalaby,Pizza Roma,Pizza,1,129 EGP,0,Cash,C061,Tuk-tuk,2.7,18,25,22,,U0770,Delivered,,1
ORD02645,5/6/2025 20:00,Minya,Wast El-Balad,Bahary Corner,Fish,2,EGP 285,0,Cash,C080,Bicycle,2.5,31,25,53,3,U1430,Delivered,,0
ORD02118,1/1/2025 20:16,Minya,El-Sahel,Burger Corniche,Burgers,3,116,0,Cash,C001,Motorcycle,4.3,19,30,40,4,U1218,Delivered,,0
ORD03909,1/29/2025 21:06,minya,El-Gamaa,El-Abd Minya,Desserts,1,67,0,Card,C043,Motorcycle,7.3,6,35,33,,U0139,Delivered,,0
ORD04041,4/4/2025 22:12,Minya,El-Mahatta,Hadouta Masreya,Egyptian,4,197 EGP,0,Card,C094,Tuk-tuk,3,17,25,32,5,U0515,Delivered,,1
ORD00173,2/3/2025 19:22,Minya,El-Mahatta,Slice Minya,Pizza,3,220,48,Card,C012,Motorcycle,3.9,18,30,28,4,U0596,Delivered,,1
ORD02481,6/26/2025 22:53,El-Minya,El-Gamaa,Foul El-Mahatta,Egyptian,2,84,14,Wallet,C060,Motorcycle,7.5,12,35,29,5,U0405,Delivered,,1
ORD04059,2/7/2025 20:26,Minya,Wast El-Balad,El-Dawar,Egyptian,4,190,0,Card,C012,Motorcycle,0.6,12,20,20,,U0857,Delivered,,0
ORD02198,4/8/2025 19:02,New Minya,New Minya,Bites Burger,Burgers,5,EGP 605,142,Cash,C024,Tuk-tuk,10.9,11,45,54,4,U0324,Delivered,,1
ORD01261,1/8/2025 13:14,Minya ,Corniche El-Nil,Farag Kebab,Grills,5,634,142,Wallet,C079,Bicycle,0.6,21,20,19,5,U0926,Delivered,,1
ORD00482,1/5/2025 19:14,NEW MINYA,New Minya,Crispy House,Burgers,4,314,0,Card,C050,Motorcycle,13.8,14,50,56,5,U1243,Delivered,,1
ORD02331,2/12/2025 16:23,New Minya,New Minya,Farag Kebab,Grills,3,499 EGP,0,Cash,C038,Tuk-tuk,11.4,23,45,59,4,U1111,Delivered,,1
ORD01867,22/01/2025 20:27,ABU QURQAS,Abu Qurqas,Samak El-Balad,Fish,5,EGP 610,0,Cash,C018,Tuk-tuk,14.7,23,50,86,2,U0821,Delivered,,0
ORD00386,6/30/2025 18:31, Minya,Corniche El-Nil,Hadouta Masreya,Egyptian,1,53 EGP,7,Cash,C024,Tuk-tuk,0.6,23,20,26,5,U0965,Delivered,,0
ORD02098,2/19/2025 19:37,El Minya,Shalaby,Farag Kebab,Grills,4,614 EGP,0,Card,C023,Motorcycle,3.2,25,25,47,,U1296,Delivered,,0
ORD02258,6/22/2025 14:18,El-Minya,Corniche El-Nil,Bites Burger,Burgers,6,253 EGP,0,Wallet,C049,Bicycle,2.5,15,25,29,,U1251,Delivered,,0
ORD00341,6/12/2025 21:30,Minya,Ard Sultan,Foul El-Mahatta,Egyptian,2,EGP 79,0,Card,C015,Motorcycle,2.4,12,25,26,4,U1393,Delivered,,0
ORD03765,6/5/2025 22:50,Minya,Wast El-Balad,Forno Nile,Pizza,6,466,0,Card,C014,Motorcycle,2.5,31,25,37,4,U1360,Delivered,,0
ORD01637,3/13/2025 16:37,El Minya,Wast El-Balad,Burger Corniche,Burgers,2,220 EGP,41,Wallet,C041,Tuk-tuk,1.3,14,25,22,5,U0982,Delivered,,0
ORD02647,5/1/2025 17:59,Minya,Shalaby,Burger Corniche,Burgers,1,79,0,Card,C101,Motorcycle,4.6,17,30,16,5,U0032,Delivered,,1
ORD03200,4/29/2025 12:28,Minya,Ard Sultan,Basbousa Bar,Desserts,6,299,0,Wallet,C073,Motorcycle,0.9,7,20,6,5,U0366,Delivered,,1
ORD04166,1/9/2025 13:13,Abu Qorqas,Abu Qurqas,Tamara Sweets,Desserts,5,EGP 263,47,Cash,C087,Motorcycle,16.7,15,55,53,4,U0842,Delivered,,1
ORD04114,2/24/2025 19:51,Minya,El-Mahatta,Bites Burger,Burgers,3,EGP 231,0,Card,C078,Motorcycle,2.8,16,25,,,U0101,Cancelled,,
ORD02387,3/20/2025 14:11,Minya,Abu Helal,Crispy House,Burgers,2,EGP 196,45,Card,C084,Bicycle,2.9,20,25,32,4,U0739,Delivered,,1
ORD01091,20/02/2025 13:27,Menia,Wast El-Balad,Burger Corniche,Burgers,2,237 EGP,0,Card,C022,Bicycle,2.2,15,25,25,5,U1490,Delivered,,0
ORD03688,3/5/2025 13:52,Minya ,Abu Helal,Bites Burger,Burgers,5,515,0,Card,C086,Bicycle,3.3,21,25,38,,U0507,Delivered,,1
ORD01933,3/13/2025 18:53,new minya,New Minya,Forno Nile,Pizza,6,538 EGP,75,Cash,C029,Bicycle,12,35,45,112,1,U0623,Delivered,,0
ORD03885,4/29/2025 13:47,Minya,El-Gamaa,Farag Kebab,Grills,1,EGP 134,0,Card,C027,Motorcycle,5.5,30,30,45,4,U1462,Delivered,,0
ORD00522,5/28/2025 14:08,minya,Shalaby,Sheikh El-Balad,Grills,1,179 EGP,0,Cash,C039,Bicycle,3.3,28,25,53,,U1270,Delivered,,1
ORD01861,2/4/2025 21:09,Minya,Ard Sultan,Pizza Roma,Pizza,5,EGP 532,56,Card,C008,Bicycle,1.7,20,25,35,5,U0223,Delivered,,1
ORD01964,2/20/2025 14:23,Minya ,Wast El-Balad,El-Dawar,Egyptian,6,191 EGP,0,Card,C033,Motorcycle,0.9,12,20,15,5,U0214,Delivered,,1
ORD03831,2/14/2025 21:44,New Minya,New Minya,Burger Corniche,Burgers,3,EGP 256,63,Cash,C016,Bicycle,12.1,10,45,87,,U1202,Delivered,,0
ORD03811,6/21/2025 23:05,MINYA,El-Sahel,El-Nil Fish,Fish,4,408 EGP,0,Card,C031,Motorcycle,4.2,24,30,30,5,U0498,Delivered,,1
ORD01657,2/1/2025 19:53,Minya,El-Sahel,Basbousa Bar,Desserts,5,271,0,Card,C049,Motorcycle,3.2,7,25,20,5,U1199,Delivered,,1
ORD01613,3/30/2025 12:58,MINYA,El-Mahatta,Koshary El-Sheikh,Egyptian,5,257,38,Wallet,C043,Motorcycle,3.6,11,30,15,5,U1349,Delivered,gate closed,0
ORD00390,3/9/2025 21:45,New Minya,New Minya,Tamara Sweets,Desserts,2,112 EGP,0,Cash,C095,Motorcycle,10,11,40,46,3,U0324,Delivered,,0
ORD01078,11/5/2025 15:47,minya,El-Mahatta,Om Ali House,Desserts,2,88 EGP,0,Cash,C064,Motorcycle,0.6,7,20,6,4,U0426,Delivered,address unclear,0
ORD01254,17/05/2025 15:58,New Minya,New Minya,Samak El-Balad,Fish,2,272,0,Cash,C030,Motorcycle,10.9,20,45,55,4,U1292,Delivered,,1
ORD00036,3/15/2025 13:29,Minya,Nazlet Hussein,Sheikh El-Balad,Grills,6,"1,003",0,Card,C072,Motorcycle,5.7,24,30,29,4,U0852,Delivered,,1
ORD02335,3/6/2025 20:42,Minya,Nazlet Hussein,El-Abd Minya,Desserts,4,EGP 236,0,Cash,C038,Motorcycle,5.3,15,30,51,,U0017,Delivered,,0
ORD00623,2/26/2025 19:33,Minya,Abu Helal,Tamara Sweets,Desserts,4,224,0,Wallet,C076,Motorcycle,3.4,12,30,13,5,U1397,Delivered,,0
ORD00315,3/6/2025 13:40,New Minya,New Minya,Basbousa Bar,Desserts,5,EGP 300,0,Card,C070,Tuk-tuk,9.9,13,40,54,,U0179,Delivered,,0
ORD01032,4/8/2025 16:02,El-Minya,El-Mahatta,Bahary Corner,Fish,2,296,52,Wallet,C023,Motorcycle,2.9,40,25,46,4,U0177,Delivered,,0
ORD03610,3/21/2025 18:27,Menia,Shalaby,Sultan Grill,Grills,2,242 EGP,22,Cash,C017,Motorcycle,1.8,22,25,32,4,U0542,Delivered,,0
ORD03788,5/1/2025 20:28,MINYA,El-Mahatta,El-Abd Minya,Desserts,3,EGP 195,0,Card,C021,Motorcycle,3.8,11,30,33,4,U1032,Delivered,gate closed,0
ORD01138,2/16/2025 13:03,Minya,El-Mahatta,Om Ali House,Desserts,1,65 EGP,0,Cash,C077,Motorcycle,1.8,9,25,9,5,U1254,Delivered,,1
ORD02367,5/13/2025 11:02,Minya,Nazlet Hussein,Foul El-Mahatta,Egyptian,2,87 EGP,12,Wallet,C081,Bicycle,6.1,13,35,53,,U1480,Delivered,,0
ORD02823,3/9/2025 20:22,New Minya,New Minya,Farag Kebab,Grills,1,141,14,Card,C045,Tuk-tuk,10.7,20,45,78,3,U0950,Delivered,,0
ORD01335,5/12/2025 23:55,Minya,Nazlet Hussein,Koshary El-Sheikh,Egyptian,2,EGP 105,16,Cash,C042,Motorcycle,7.1,9,35,21,5,U0177,Delivered,,1
ORD00292,2/18/2025 19:55,El Minya,Shalaby,Foul El-Mahatta,Egyptian,2,83 EGP,15,Cash,C035,Motorcycle,4.4,5,30,29,5,U1184,Delivered,,1
ORD01326,3/30/2025 12:29,Abu Qorqas,Abu Qurqas,Hadouta Masreya,Egyptian,4,EGP 200,32,Cash,C043,Tuk-tuk,16.8,12,55,64,3,U0249,Delivered,customer not answering,1
ORD03477,5/23/2025 19:05,new minya,New Minya,Crispy House,Burgers,1,88 EGP,5,Card,C104,Motorcycle,9.6,16,40,53,4,U0262,Delivered,,1
ORD02228,2/21/2025 19:45,Minya ,Ard Sultan,Sheikh El-Balad,Grills,3,415 EGP,0,Card,C028,Motorcycle,3.1,29,25,47,4,U0480,Delivered,,0
ORD03792,1/24/2025 13:03,Minya,El-Mahatta,Koshary El-Sheikh,Egyptian,2,EGP 117,0,Cash,C027,Motorcycle,0.9,13,20,16,5,U0355,Delivered,,1
ORD03339,5/1/2025 20:05,New Minya,New Minya,El-Abd Minya,Desserts,5,EGP 240,0,Card,C080,Tuk-tuk,12.2,8,45,0,3,U1483,Delivered,,0
ORD01557,24/01/2025 12:20,minya,Nazlet Hussein,Pizza Roma,Pizza,2,EGP 158,22,Cash,C042,Motorcycle,6.3,19,35,37,4,U0920,Delivered,,0
ORD00716,24/02/2025 15:56,Minya,Nazlet Hussein,El-Abd Minya,Desserts,1,EGP 68,9,Cash,C044,Motorcycle,6.4,12,35,25,5,U0661,Delivered,,0
ORD03433,9/2/2025 12:52,minya,Abu Helal,El-Dawar,Egyptian,3,144 EGP,32,Card,C016,Motorcycle,1.7,13,25,8,5,U1293,Delivered,,1
ORD03594,2/4/2025 15:48,minya,El-Sahel,Farag Kebab,Grills,4,EGP 331,0,Cash,C018,Motorcycle,4.6,23,30,40,5,U0501,Delivered,,1
ORD03159,4/3/2025 20:33,new minya,New Minya,Crispy House,Burgers,2,EGP 201,0,Cash,C029,Motorcycle,11.2,13,45,49,4,U0850,Delivered,gate closed,0
ORD03931,1/26/2025 23:06,Minya,Abu Helal,Basbousa Bar,Desserts,4,EGP 227,0,Cash,C042,Bicycle,4.2,6,30,18,5,U0484,Delivered,,0
ORD01887,28/02/2025 13:04,Menia,El-Gamaa,Foul El-Mahatta,Egyptian,3,123 EGP,0,Cash,C030,Tuk-tuk,5.3,15,30,35,3,U0886,Delivered,,0
ORD02110,4/2/2025 13:51,Minya,Corniche El-Nil,Hadouta Masreya,Egyptian,2,121 EGP,27,Card,C079,Motorcycle,2.2,13,25,14,5,U1191,Delivered,,1
ORD00453,2/14/2025 20:47,El Minya,Abu Helal,Forno Nile,Pizza,4,332 EGP,52,Cash,C081,Motorcycle,3.1,26,25,42,4,U0561,Delivered,,0
ORD01677,1/4/2025 19:21,Minya,El-Mahatta,El-Nil Fish,Fish,6,"1,010",243,Cash,C086,Motorcycle,5.1,27,30,51,4,U1065,Delivered,,1
ORD01536,2/6/2025 21:30,Menia,El-Mahatta,Farag Kebab,Grills,1,200 EGP,17,Cash,C025,Motorcycle,1.9,25,25,40,4,U0883,Delivered,,0
ORD02679,4/18/2025 19:52,Minya,Corniche El-Nil,El-Abd Minya,Desserts,2,EGP 126,0,Card,C095,Motorcycle,2.7,8,25,30,4,U1381,Delivered,,0
